no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
on time step 7721 (time=482.562), 2.42743 s/step
Meep progress: 482.6875/1224.9 = 39.4% done in 18956.1s, 29148.2s to go
on time step 7723 (time=482.688), 2.42722 s/step
Meep progress: 482.8125/1224.9 = 39.4% done in 18961.0s, 29143.2s to go
on time step 7725 (time=482.812), 2.42728 s/step
Meep progress: 482.9375/1224.9 = 39.4% done in 18965.8s, 29138.2s to go
on time step 7727 (time=482.938), 2.42753 s/step
Meep progress: 483.0625/1224.9 = 39.4% done in 18970.7s, 29133.2s to go
on time step 7729 (time=483.062), 2.42754 s/step
Meep progress: 483.1875/1224.9 = 39.4% done in 18975.5s, 29128.2s to go
on time step 7731 (time=483.188), 2.42745 s/step
Meep progress: 483.3125/1224.9 = 39.5% done in 18980.4s, 29123.2s to go
on time step 7733 (time=483.312), 2.42775 s/step
Meep progress: 483.4375/1224.9 = 39.5% done in 18985.2s, 29118.2s to go
on time step 7735 (time=483.438), 2.42758 s/step
Meep progress: 483.5625/1224.9 = 39.5% done in 18990.1s, 29113.2s to go
on time step 7737 (time=483.562), 2.42817 s/step
Meep progress: 483.6875/1224.9 = 39.5% done in 18994.9s, 29108.2s to go
on time step 7739 (time=483.688), 2.42745 s/step
Meep progress: 483.8125/1224.9 = 39.5% done in 18999.8s, 29103.3s to go
on time step 7741 (time=483.812), 2.42754 s/step
Meep progress: 483.9375/1224.9 = 39.5% done in 19004.7s, 29098.3s to go
on time step 7743 (time=483.938), 2.42758 s/step
Meep progress: 484.0625/1224.9 = 39.5% done in 19009.5s, 29093.3s to go
on time step 7745 (time=484.062), 2.42745 s/step
Meep progress: 484.1875/1224.9 = 39.5% done in 19014.4s, 29088.3s to go
on time step 7747 (time=484.188), 2.42708 s/step
Meep progress: 484.3125/1224.9 = 39.5% done in 19019.2s, 29083.3s to go
on time step 7749 (time=484.312), 2.42801 s/step
Meep progress: 484.4375/1224.9 = 39.5% done in 19024.1s, 29078.3s to go
on time step 7751 (time=484.438), 2.42698 s/step
Meep progress: 484.5625/1224.9 = 39.6% done in 19028.9s, 29073.3s to go
on time step 7753 (time=484.562), 2.42716 s/step
Meep progress: 484.6875/1224.9 = 39.6% done in 19033.8s, 29068.3s to go
on time step 7755 (time=484.688), 2.42773 s/step
Meep progress: 484.8125/1224.9 = 39.6% done in 19038.6s, 29063.3s to go
on time step 7757 (time=484.812), 2.4272 s/step
Meep progress: 484.9375/1224.9 = 39.6% done in 19043.5s, 29058.3s to go
on time step 7759 (time=484.938), 2.42787 s/step
Meep progress: 485.0625/1224.9 = 39.6% done in 19048.4s, 29053.3s to go
on time step 7761 (time=485.062), 2.42775 s/step
Meep progress: 485.1875/1224.9 = 39.6% done in 19053.2s, 29048.4s to go
on time step 7763 (time=485.188), 2.42754 s/step
Meep progress: 485.3125/1224.9 = 39.6% done in 19058.1s, 29043.4s to go
on time step 7765 (time=485.312), 2.42723 s/step
Meep progress: 485.4375/1224.9 = 39.6% done in 19062.9s, 29038.4s to go
on time step 7767 (time=485.438), 2.42774 s/step
Meep progress: 485.5625/1224.9 = 39.6% done in 19067.8s, 29033.4s to go
on time step 7769 (time=485.562), 2.42727 s/step
Meep progress: 485.6875/1224.9 = 39.7% done in 19072.6s, 29028.4s to go
on time step 7771 (time=485.688), 2.42741 s/step
Meep progress: 485.8125/1224.9 = 39.7% done in 19077.5s, 29023.4s to go
on time step 7773 (time=485.812), 2.42776 s/step
Meep progress: 485.9375/1224.9 = 39.7% done in 19082.3s, 29018.4s to go
on time step 7775 (time=485.938), 2.4277 s/step
Meep progress: 486.0625/1224.9 = 39.7% done in 19087.2s, 29013.4s to go
on time step 7777 (time=486.062), 2.42715 s/step
Meep progress: 486.1875/1224.9 = 39.7% done in 19092.0s, 29008.4s to go
on time step 7779 (time=486.188), 2.42758 s/step
Meep progress: 486.3125/1224.9 = 39.7% done in 19096.9s, 29003.4s to go
on time step 7781 (time=486.312), 2.42714 s/step
Meep progress: 486.4375/1224.9 = 39.7% done in 19101.8s, 28998.4s to go
on time step 7783 (time=486.438), 2.42792 s/step
Meep progress: 486.5625/1224.9 = 39.7% done in 19106.6s, 28993.5s to go
on time step 7785 (time=486.562), 2.42767 s/step
Meep progress: 486.6875/1224.9 = 39.7% done in 19111.5s, 28988.5s to go
on time step 7787 (time=486.688), 2.42736 s/step
Meep progress: 486.8125/1224.9 = 39.7% done in 19116.3s, 28983.5s to go
on time step 7789 (time=486.812), 2.42792 s/step
Meep progress: 486.9375/1224.9 = 39.8% done in 19121.2s, 28978.5s to go
on time step 7791 (time=486.938), 2.42742 s/step
Meep progress: 487.0625/1224.9 = 39.8% done in 19126.0s, 28973.5s to go
on time step 7793 (time=487.062), 2.42703 s/step
Meep progress: 487.1875/1224.9 = 39.8% done in 19130.9s, 28968.5s to go
on time step 7795 (time=487.188), 2.42763 s/step
Meep progress: 487.3125/1224.9 = 39.8% done in 19135.7s, 28963.5s to go
on time step 7797 (time=487.312), 2.42766 s/step
Meep progress: 487.4375/1224.9 = 39.8% done in 19140.6s, 28958.5s to go
on time step 7799 (time=487.438), 2.42799 s/step
Meep progress: 487.5625/1224.9 = 39.8% done in 19145.5s, 28953.5s to go
on time step 7801 (time=487.562), 2.42788 s/step
Meep progress: 487.6875/1224.9 = 39.8% done in 19150.3s, 28948.6s to go
on time step 7803 (time=487.688), 2.42747 s/step
Meep progress: 487.8125/1224.9 = 39.8% done in 19155.2s, 28943.6s to go
on time step 7805 (time=487.812), 2.42722 s/step
Meep progress: 487.9375/1224.9 = 39.8% done in 19160.0s, 28938.6s to go
on time step 7807 (time=487.938), 2.42722 s/step
Meep progress: 488.0625/1224.9 = 39.8% done in 19164.9s, 28933.6s to go
on time step 7809 (time=488.062), 2.42745 s/step
Meep progress: 488.1875/1224.9 = 39.9% done in 19169.7s, 28928.6s to go
on time step 7811 (time=488.188), 2.42751 s/step
Meep progress: 488.3125/1224.9 = 39.9% done in 19174.6s, 28923.6s to go
on time step 7813 (time=488.312), 2.42767 s/step
Meep progress: 488.4375/1224.9 = 39.9% done in 19179.4s, 28918.6s to go
on time step 7815 (time=488.438), 2.43033 s/step
Meep progress: 488.5625/1224.9 = 39.9% done in 19184.3s, 28913.6s to go
on time step 7817 (time=488.562), 2.42758 s/step
Meep progress: 488.6875/1224.9 = 39.9% done in 19189.2s, 28908.7s to go
on time step 7819 (time=488.688), 2.42765 s/step
Meep progress: 488.8125/1224.9 = 39.9% done in 19194.0s, 28903.7s to go
on time step 7821 (time=488.812), 2.42749 s/step
Meep progress: 488.9375/1224.9 = 39.9% done in 19198.9s, 28898.7s to go
on time step 7823 (time=488.938), 2.4275 s/step
Meep progress: 489.0625/1224.9 = 39.9% done in 19203.7s, 28893.7s to go
on time step 7825 (time=489.062), 2.42776 s/step
Meep progress: 489.1875/1224.9 = 39.9% done in 19208.6s, 28888.7s to go
on time step 7827 (time=489.188), 2.42746 s/step
Meep progress: 489.3125/1224.9 = 39.9% done in 19213.4s, 28883.7s to go
on time step 7829 (time=489.312), 2.42746 s/step
Meep progress: 489.4375/1224.9 = 40.0% done in 19218.3s, 28878.7s to go
on time step 7831 (time=489.438), 2.42753 s/step
Meep progress: 489.5625/1224.9 = 40.0% done in 19223.1s, 28873.7s to go
on time step 7833 (time=489.562), 2.42716 s/step
Meep progress: 489.6875/1224.9 = 40.0% done in 19228.0s, 28868.8s to go
on time step 7835 (time=489.688), 2.42832 s/step
Meep progress: 489.8125/1224.9 = 40.0% done in 19232.9s, 28863.8s to go
on time step 7837 (time=489.812), 2.4274 s/step
Meep progress: 489.9375/1224.9 = 40.0% done in 19237.7s, 28858.8s to go
on time step 7839 (time=489.938), 2.42775 s/step
Meep progress: 490.0625/1224.9 = 40.0% done in 19242.6s, 28853.8s to go
on time step 7841 (time=490.062), 2.42706 s/step
Meep progress: 490.1875/1224.9 = 40.0% done in 19247.4s, 28848.8s to go
on time step 7843 (time=490.188), 2.42734 s/step
Meep progress: 490.3125/1224.9 = 40.0% done in 19252.3s, 28843.8s to go
on time step 7845 (time=490.312), 2.42761 s/step
Meep progress: 490.4375/1224.9 = 40.0% done in 19257.1s, 28838.8s to go
on time step 7847 (time=490.438), 2.42755 s/step
Meep progress: 490.5625/1224.9 = 40.0% done in 19262.0s, 28833.8s to go
on time step 7849 (time=490.562), 2.42714 s/step
Meep progress: 490.6875/1224.9 = 40.1% done in 19266.8s, 28828.8s to go
on time step 7851 (time=490.688), 2.42712 s/step
Meep progress: 490.8125/1224.9 = 40.1% done in 19271.7s, 28823.9s to go
on time step 7853 (time=490.812), 2.42776 s/step
Meep progress: 490.9375/1224.9 = 40.1% done in 19276.5s, 28818.9s to go
on time step 7855 (time=490.938), 2.42746 s/step
Meep progress: 491.0625/1224.9 = 40.1% done in 19281.4s, 28813.9s to go
on time step 7857 (time=491.062), 2.42811 s/step
Meep progress: 491.1875/1224.9 = 40.1% done in 19286.3s, 28808.9s to go
on time step 7859 (time=491.188), 2.42787 s/step
Meep progress: 491.3125/1224.9 = 40.1% done in 19291.1s, 28803.9s to go
on time step 7861 (time=491.312), 2.42753 s/step
Meep progress: 491.4375/1224.9 = 40.1% done in 19296.0s, 28798.9s to go
on time step 7863 (time=491.438), 2.42788 s/step
Meep progress: 491.5625/1224.9 = 40.1% done in 19300.8s, 28793.9s to go
on time step 7865 (time=491.562), 2.42725 s/step
Meep progress: 491.6875/1224.9 = 40.1% done in 19305.7s, 28789.0s to go
on time step 7867 (time=491.688), 2.42785 s/step
Meep progress: 491.8125/1224.9 = 40.2% done in 19310.5s, 28784.0s to go
on time step 7869 (time=491.812), 2.42733 s/step
Meep progress: 491.9375/1224.9 = 40.2% done in 19315.4s, 28779.0s to go
on time step 7871 (time=491.938), 2.42767 s/step
Meep progress: 492.0625/1224.9 = 40.2% done in 19320.2s, 28774.0s to go
on time step 7873 (time=492.062), 2.42797 s/step
Meep progress: 492.1875/1224.9 = 40.2% done in 19325.1s, 28769.0s to go
on time step 7875 (time=492.188), 2.42769 s/step
Meep progress: 492.3125/1224.9 = 40.2% done in 19330.0s, 28764.0s to go
on time step 7877 (time=492.312), 2.42743 s/step
Meep progress: 492.4375/1224.9 = 40.2% done in 19334.8s, 28759.0s to go
on time step 7879 (time=492.438), 2.42711 s/step
Meep progress: 492.5625/1224.9 = 40.2% done in 19339.7s, 28754.0s to go
on time step 7881 (time=492.562), 2.4276 s/step
Meep progress: 492.6875/1224.9 = 40.2% done in 19344.5s, 28749.1s to go
on time step 7883 (time=492.688), 2.42749 s/step
Meep progress: 492.8125/1224.9 = 40.2% done in 19349.4s, 28744.1s to go
on time step 7885 (time=492.812), 2.42781 s/step
Meep progress: 492.9375/1224.9 = 40.2% done in 19354.2s, 28739.1s to go
on time step 7887 (time=492.938), 2.42776 s/step
Meep progress: 493.0625/1224.9 = 40.3% done in 19359.1s, 28734.1s to go
on time step 7889 (time=493.062), 2.42734 s/step
Meep progress: 493.1875/1224.9 = 40.3% done in 19363.9s, 28729.1s to go
on time step 7891 (time=493.188), 2.42811 s/step
Meep progress: 493.3125/1224.9 = 40.3% done in 19368.8s, 28724.1s to go
on time step 7893 (time=493.312), 2.42764 s/step
Meep progress: 493.4375/1224.9 = 40.3% done in 19373.7s, 28719.1s to go
on time step 7895 (time=493.438), 2.42764 s/step
Meep progress: 493.5625/1224.9 = 40.3% done in 19378.5s, 28714.2s to go
on time step 7897 (time=493.562), 2.42786 s/step
Meep progress: 493.6875/1224.9 = 40.3% done in 19383.4s, 28709.2s to go
on time step 7899 (time=493.688), 2.42774 s/step
Meep progress: 493.8125/1224.9 = 40.3% done in 19388.2s, 28704.2s to go
on time step 7901 (time=493.812), 2.42748 s/step
Meep progress: 493.9375/1224.9 = 40.3% done in 19393.1s, 28699.2s to go
on time step 7903 (time=493.938), 2.42798 s/step
Meep progress: 494.0625/1224.9 = 40.3% done in 19397.9s, 28694.2s to go
on time step 7905 (time=494.062), 2.42742 s/step
Meep progress: 494.1875/1224.9 = 40.3% done in 19402.8s, 28689.2s to go
on time step 7907 (time=494.188), 2.42765 s/step
Meep progress: 494.3125/1224.9 = 40.4% done in 19407.6s, 28684.3s to go
on time step 7909 (time=494.312), 2.42797 s/step
Meep progress: 494.4375/1224.9 = 40.4% done in 19412.5s, 28679.3s to go
on time step 7911 (time=494.438), 2.42985 s/step
Meep progress: 494.5625/1224.9 = 40.4% done in 19417.4s, 28674.3s to go
on time step 7913 (time=494.562), 2.42789 s/step
Meep progress: 494.6875/1224.9 = 40.4% done in 19422.2s, 28669.3s to go
on time step 7915 (time=494.688), 2.42762 s/step
Meep progress: 494.8125/1224.9 = 40.4% done in 19427.1s, 28664.3s to go
on time step 7917 (time=494.812), 2.42729 s/step
Meep progress: 494.9375/1224.9 = 40.4% done in 19431.9s, 28659.3s to go
on time step 7919 (time=494.938), 2.42735 s/step
Meep progress: 495.0625/1224.9 = 40.4% done in 19436.8s, 28654.3s to go
on time step 7921 (time=495.062), 2.42761 s/step
Meep progress: 495.1875/1224.9 = 40.4% done in 19441.6s, 28649.4s to go
on time step 7923 (time=495.188), 2.42773 s/step
Meep progress: 495.3125/1224.9 = 40.4% done in 19446.5s, 28644.4s to go
on time step 7925 (time=495.312), 2.42742 s/step
Meep progress: 495.4375/1224.9 = 40.4% done in 19451.3s, 28639.4s to go
on time step 7927 (time=495.438), 2.42763 s/step
Meep progress: 495.5625/1224.9 = 40.5% done in 19456.2s, 28634.4s to go
on time step 7929 (time=495.562), 2.42778 s/step
Meep progress: 495.6875/1224.9 = 40.5% done in 19461.1s, 28629.4s to go
on time step 7931 (time=495.688), 2.4276 s/step
Meep progress: 495.8125/1224.9 = 40.5% done in 19465.9s, 28624.4s to go
on time step 7933 (time=495.812), 2.4288 s/step
Meep progress: 495.9375/1224.9 = 40.5% done in 19470.8s, 28619.5s to go
on time step 7935 (time=495.938), 2.42776 s/step
Meep progress: 496.0625/1224.9 = 40.5% done in 19475.6s, 28614.5s to go
on time step 7937 (time=496.062), 2.42765 s/step
Meep progress: 496.1875/1224.9 = 40.5% done in 19480.5s, 28609.5s to go
on time step 7939 (time=496.188), 2.42961 s/step
Meep progress: 496.3125/1224.9 = 40.5% done in 19485.3s, 28604.5s to go
on time step 7941 (time=496.312), 2.42775 s/step
Meep progress: 496.4375/1224.9 = 40.5% done in 19490.2s, 28599.5s to go
on time step 7943 (time=496.438), 2.42744 s/step
Meep progress: 496.5625/1224.9 = 40.5% done in 19495.1s, 28594.5s to go
on time step 7945 (time=496.562), 2.42789 s/step
Meep progress: 496.6875/1224.9 = 40.5% done in 19499.9s, 28589.6s to go
on time step 7947 (time=496.688), 2.42779 s/step
Meep progress: 496.8125/1224.9 = 40.6% done in 19504.8s, 28584.6s to go
on time step 7949 (time=496.812), 2.42773 s/step
Meep progress: 496.9375/1224.9 = 40.6% done in 19509.6s, 28579.6s to go
on time step 7951 (time=496.938), 2.42755 s/step
Meep progress: 497.0625/1224.9 = 40.6% done in 19514.5s, 28574.6s to go
on time step 7953 (time=497.062), 2.42736 s/step
Meep progress: 497.1875/1224.9 = 40.6% done in 19519.3s, 28569.6s to go
on time step 7955 (time=497.188), 2.42792 s/step
Meep progress: 497.3125/1224.9 = 40.6% done in 19524.2s, 28564.6s to go
on time step 7957 (time=497.312), 2.42787 s/step
Meep progress: 497.4375/1224.9 = 40.6% done in 19529.0s, 28559.7s to go
on time step 7959 (time=497.438), 2.42766 s/step
Meep progress: 497.5625/1224.9 = 40.6% done in 19533.9s, 28554.7s to go
on time step 7961 (time=497.562), 2.43031 s/step
Meep progress: 497.6875/1224.9 = 40.6% done in 19538.8s, 28549.7s to go
on time step 7963 (time=497.688), 2.43093 s/step
Meep progress: 497.8125/1224.9 = 40.6% done in 19543.6s, 28544.7s to go
on time step 7965 (time=497.812), 2.43059 s/step
Meep progress: 497.9375/1224.9 = 40.7% done in 19548.5s, 28539.8s to go
on time step 7967 (time=497.938), 2.43091 s/step
Meep progress: 498.0625/1224.9 = 40.7% done in 19553.3s, 28534.8s to go
on time step 7969 (time=498.062), 2.43111 s/step
Meep progress: 498.1875/1224.9 = 40.7% done in 19558.2s, 28529.8s to go
on time step 7971 (time=498.188), 2.42999 s/step
Meep progress: 498.3125/1224.9 = 40.7% done in 19563.1s, 28524.8s to go
on time step 7973 (time=498.312), 2.42765 s/step
Meep progress: 498.4375/1224.9 = 40.7% done in 19567.9s, 28519.8s to go
on time step 7975 (time=498.438), 2.42772 s/step
Meep progress: 498.5625/1224.9 = 40.7% done in 19572.8s, 28514.9s to go
on time step 7977 (time=498.562), 2.42835 s/step
Meep progress: 498.6875/1224.9 = 40.7% done in 19577.6s, 28509.9s to go
on time step 7979 (time=498.688), 2.42798 s/step
Meep progress: 498.8125/1224.9 = 40.7% done in 19582.5s, 28504.9s to go
on time step 7981 (time=498.812), 2.42838 s/step
Meep progress: 498.9375/1224.9 = 40.7% done in 19587.3s, 28499.9s to go
on time step 7983 (time=498.938), 2.42835 s/step
Meep progress: 499.0625/1224.9 = 40.7% done in 19592.2s, 28494.9s to go
on time step 7985 (time=499.062), 2.4279 s/step
Meep progress: 499.1875/1224.9 = 40.8% done in 19597.1s, 28490.0s to go
on time step 7987 (time=499.188), 2.42789 s/step
Meep progress: 499.3125/1224.9 = 40.8% done in 19601.9s, 28485.0s to go
on time step 7989 (time=499.312), 2.42783 s/step
Meep progress: 499.4375/1224.9 = 40.8% done in 19606.8s, 28480.0s to go
on time step 7991 (time=499.438), 2.43288 s/step
Meep progress: 499.5625/1224.9 = 40.8% done in 19611.6s, 28475.0s to go
on time step 7993 (time=499.562), 2.43137 s/step
Meep progress: 499.6875/1224.9 = 40.8% done in 19616.5s, 28470.1s to go
on time step 7995 (time=499.688), 2.43135 s/step
Meep progress: 499.8125/1224.9 = 40.8% done in 19621.4s, 28465.1s to go
on time step 7997 (time=499.812), 2.43179 s/step
Meep progress: 499.9375/1224.9 = 40.8% done in 19626.2s, 28460.1s to go
on time step 7999 (time=499.938), 2.43156 s/step
Meep progress: 500.0625/1224.9 = 40.8% done in 19631.1s, 28455.2s to go
on time step 8001 (time=500.062), 2.43193 s/step
Meep progress: 500.1875/1224.9 = 40.8% done in 19636.0s, 28450.2s to go
on time step 8003 (time=500.188), 2.43085 s/step
Meep progress: 500.3125/1224.9 = 40.8% done in 19640.8s, 28445.2s to go
on time step 8005 (time=500.312), 2.43178 s/step
Meep progress: 500.4375/1224.9 = 40.9% done in 19645.7s, 28440.2s to go
on time step 8007 (time=500.438), 2.43178 s/step
Meep progress: 500.5625/1224.9 = 40.9% done in 19650.5s, 28435.3s to go
on time step 8009 (time=500.562), 2.43151 s/step
Meep progress: 500.6875/1224.9 = 40.9% done in 19655.4s, 28430.3s to go
on time step 8011 (time=500.688), 2.43148 s/step
Meep progress: 500.8125/1224.9 = 40.9% done in 19660.3s, 28425.3s to go
on time step 8013 (time=500.812), 2.43171 s/step
Meep progress: 500.9375/1224.9 = 40.9% done in 19665.1s, 28420.4s to go
on time step 8015 (time=500.938), 2.43159 s/step
Meep progress: 501.0625/1224.9 = 40.9% done in 19670.0s, 28415.4s to go
on time step 8017 (time=501.062), 2.4311 s/step
Meep progress: 501.1875/1224.9 = 40.9% done in 19674.9s, 28410.4s to go
on time step 8019 (time=501.188), 2.43124 s/step
Meep progress: 501.3125/1224.9 = 40.9% done in 19679.7s, 28405.4s to go
on time step 8021 (time=501.312), 2.432 s/step
Meep progress: 501.4375/1224.9 = 40.9% done in 19684.6s, 28400.5s to go
on time step 8023 (time=501.438), 2.43145 s/step
Meep progress: 501.5625/1224.9 = 40.9% done in 19689.5s, 28395.5s to go
on time step 8025 (time=501.562), 2.43142 s/step
Meep progress: 501.6875/1224.9 = 41.0% done in 19694.3s, 28390.5s to go
on time step 8027 (time=501.688), 2.43159 s/step
Meep progress: 501.8125/1224.9 = 41.0% done in 19699.2s, 28385.6s to go
on time step 8029 (time=501.812), 2.43178 s/step
Meep progress: 501.9375/1224.9 = 41.0% done in 19704.0s, 28380.6s to go
on time step 8031 (time=501.938), 2.43151 s/step
Meep progress: 502.0625/1224.9 = 41.0% done in 19708.9s, 28375.6s to go
on time step 8033 (time=502.062), 2.43213 s/step
Meep progress: 502.1875/1224.9 = 41.0% done in 19713.8s, 28370.7s to go
on time step 8035 (time=502.188), 2.43189 s/step
Meep progress: 502.3125/1224.9 = 41.0% done in 19718.6s, 28365.7s to go
on time step 8037 (time=502.312), 2.43214 s/step
Meep progress: 502.4375/1224.9 = 41.0% done in 19723.5s, 28360.7s to go
on time step 8039 (time=502.438), 2.43208 s/step
Meep progress: 502.5625/1224.9 = 41.0% done in 19728.4s, 28355.7s to go
on time step 8041 (time=502.562), 2.43118 s/step
Meep progress: 502.6875/1224.9 = 41.0% done in 19733.2s, 28350.8s to go
on time step 8043 (time=502.688), 2.4315 s/step
Meep progress: 502.8125/1224.9 = 41.0% done in 19738.1s, 28345.8s to go
on time step 8045 (time=502.812), 2.43135 s/step
Meep progress: 502.9375/1224.9 = 41.1% done in 19742.9s, 28340.8s to go
on time step 8047 (time=502.938), 2.4296 s/step
Meep progress: 503.0625/1224.9 = 41.1% done in 19747.8s, 28335.9s to go
on time step 8049 (time=503.062), 2.43125 s/step
Meep progress: 503.1875/1224.9 = 41.1% done in 19752.7s, 28330.9s to go
on time step 8051 (time=503.188), 2.43155 s/step
Meep progress: 503.3125/1224.9 = 41.1% done in 19757.5s, 28325.9s to go
on time step 8053 (time=503.312), 2.43088 s/step
Meep progress: 503.4375/1224.9 = 41.1% done in 19762.4s, 28321.0s to go
on time step 8055 (time=503.438), 2.43161 s/step
Meep progress: 503.5625/1224.9 = 41.1% done in 19767.3s, 28316.0s to go
on time step 8057 (time=503.562), 2.43168 s/step
Meep progress: 503.6875/1224.9 = 41.1% done in 19772.1s, 28311.0s to go
on time step 8059 (time=503.688), 2.43158 s/step
Meep progress: 503.8125/1224.9 = 41.1% done in 19777.0s, 28306.0s to go
on time step 8061 (time=503.812), 2.43147 s/step
Meep progress: 503.9375/1224.9 = 41.1% done in 19781.9s, 28301.1s to go
on time step 8063 (time=503.938), 2.43903 s/step
Meep progress: 504.0625/1224.9 = 41.2% done in 19786.7s, 28296.1s to go
on time step 8065 (time=504.062), 2.42822 s/step
Meep progress: 504.1875/1224.9 = 41.2% done in 19791.6s, 28291.1s to go
on time step 8067 (time=504.188), 2.42782 s/step
Meep progress: 504.3125/1224.9 = 41.2% done in 19796.4s, 28286.2s to go
on time step 8069 (time=504.312), 2.42811 s/step
Meep progress: 504.4375/1224.9 = 41.2% done in 19801.3s, 28281.2s to go
on time step 8071 (time=504.438), 2.42843 s/step
Meep progress: 504.5625/1224.9 = 41.2% done in 19806.1s, 28276.2s to go
on time step 8073 (time=504.562), 2.42766 s/step
Meep progress: 504.6875/1224.9 = 41.2% done in 19811.0s, 28271.2s to go
on time step 8075 (time=504.688), 2.42803 s/step
Meep progress: 504.8125/1224.9 = 41.2% done in 19815.9s, 28266.2s to go
on time step 8077 (time=504.812), 2.42783 s/step
Meep progress: 504.9375/1224.9 = 41.2% done in 19820.7s, 28261.3s to go
on time step 8079 (time=504.938), 2.42777 s/step
Meep progress: 505.0625/1224.9 = 41.2% done in 19825.6s, 28256.3s to go
on time step 8081 (time=505.062), 2.42775 s/step
Meep progress: 505.1875/1224.9 = 41.2% done in 19830.4s, 28251.3s to go
on time step 8083 (time=505.188), 2.42826 s/step
Meep progress: 505.3125/1224.9 = 41.3% done in 19835.3s, 28246.3s to go
on time step 8085 (time=505.312), 2.42797 s/step
Meep progress: 505.4375/1224.9 = 41.3% done in 19840.1s, 28241.3s to go
on time step 8087 (time=505.438), 2.4277 s/step
Meep progress: 505.5625/1224.9 = 41.3% done in 19845.0s, 28236.4s to go
on time step 8089 (time=505.562), 2.42768 s/step
Meep progress: 505.6875/1224.9 = 41.3% done in 19849.8s, 28231.4s to go
on time step 8091 (time=505.688), 2.42768 s/step
Meep progress: 505.8125/1224.9 = 41.3% done in 19854.7s, 28226.4s to go
on time step 8093 (time=505.812), 2.42817 s/step
Meep progress: 505.9375/1224.9 = 41.3% done in 19859.6s, 28221.4s to go
on time step 8095 (time=505.938), 2.4282 s/step
Meep progress: 506.0625/1224.9 = 41.3% done in 19864.4s, 28216.5s to go
on time step 8097 (time=506.062), 2.42782 s/step
Meep progress: 506.1875/1224.9 = 41.3% done in 19869.3s, 28211.5s to go
on time step 8099 (time=506.188), 2.42796 s/step
Meep progress: 506.3125/1224.9 = 41.3% done in 19874.1s, 28206.5s to go
on time step 8101 (time=506.312), 2.42823 s/step
Meep progress: 506.4375/1224.9 = 41.3% done in 19879.0s, 28201.5s to go
on time step 8103 (time=506.438), 2.42779 s/step
Meep progress: 506.5625/1224.9 = 41.4% done in 19883.8s, 28196.5s to go
on time step 8105 (time=506.562), 2.42782 s/step
Meep progress: 506.6875/1224.9 = 41.4% done in 19888.7s, 28191.6s to go
on time step 8107 (time=506.688), 2.42817 s/step
Meep progress: 506.8125/1224.9 = 41.4% done in 19893.6s, 28186.6s to go
on time step 8109 (time=506.812), 2.42772 s/step
Meep progress: 506.9375/1224.9 = 41.4% done in 19898.4s, 28181.6s to go
on time step 8111 (time=506.938), 2.42775 s/step
Meep progress: 507.0625/1224.9 = 41.4% done in 19903.3s, 28176.6s to go
on time step 8113 (time=507.062), 2.42897 s/step
Meep progress: 507.1875/1224.9 = 41.4% done in 19908.1s, 28171.7s to go
on time step 8115 (time=507.188), 2.43112 s/step
Meep progress: 507.3125/1224.9 = 41.4% done in 19913.0s, 28166.7s to go
on time step 8117 (time=507.312), 2.43066 s/step
Meep progress: 507.4375/1224.9 = 41.4% done in 19917.9s, 28161.7s to go
on time step 8119 (time=507.438), 2.43124 s/step
Meep progress: 507.5625/1224.9 = 41.4% done in 19922.7s, 28156.7s to go
on time step 8121 (time=507.562), 2.42954 s/step
Meep progress: 507.6875/1224.9 = 41.4% done in 19927.6s, 28151.8s to go
on time step 8123 (time=507.688), 2.43078 s/step
Meep progress: 507.8125/1224.9 = 41.5% done in 19932.4s, 28146.8s to go
on time step 8125 (time=507.812), 2.43077 s/step
Meep progress: 507.9375/1224.9 = 41.5% done in 19937.3s, 28141.8s to go
on time step 8127 (time=507.938), 2.43088 s/step
Meep progress: 508.0625/1224.9 = 41.5% done in 19942.2s, 28136.9s to go
on time step 8129 (time=508.062), 2.43097 s/step
Meep progress: 508.1875/1224.9 = 41.5% done in 19947.0s, 28131.9s to go
on time step 8131 (time=508.188), 2.43084 s/step
Meep progress: 508.3125/1224.9 = 41.5% done in 19951.9s, 28126.9s to go
on time step 8133 (time=508.312), 2.43084 s/step
Meep progress: 508.4375/1224.9 = 41.5% done in 19956.7s, 28122.0s to go
on time step 8135 (time=508.438), 2.43133 s/step
Meep progress: 508.5625/1224.9 = 41.5% done in 19961.6s, 28117.0s to go
on time step 8137 (time=508.562), 2.42972 s/step
Meep progress: 508.6875/1224.9 = 41.5% done in 19966.5s, 28112.0s to go
on time step 8139 (time=508.688), 2.43088 s/step
